0.993, 0.334, 0.220, 1.551, 0.222, 0.338, 25.277, 1.554
0.990, 0.331, 0.219, 1.573, 0.221, 0.336, 25.268, 1.557
0.991, 0.333, 0.219, 1.563, 0.221, 0.335, 25.376, 1.562
0.990, 0.330, 0.217, 1.554, 0.222, 0.340, 25.319, 1.567
0.990, 0.330, 0.219, 1.562, 0.222, 0.335, 25.301, 1.559
0.992, 0.331, 0.218, 1.554, 0.221, 0.336, 25.320, 1.557
1.002, 0.334, 0.220, 1.544, 0.223, 0.340, 25.319, 1.557
0.991, 0.332, 0.217, 1.552, 0.221, 0.334, 25.302, 1.556
0.991, 0.331, 0.219, 1.563, 0.221, 0.334, 25.415, 1.561
0.990, 0.332, 0.218, 1.562, 0.221, 0.338, 25.249, 1.562
0.988, 0.331, 0.219, 1.513, 0.220, 0.337, 23.184, 1.540
0.993, 0.333, 0.219, 1.556, 0.223, 0.335, 25.259, 1.557
0.990, 0.332, 0.218, 1.523, 0.221, 0.335, 23.238, 1.542
3.784, 1.269, 0.744, 3.111, 0.848, 0.628, 101.236, 5.907
3.786, 1.268, 0.746, 3.070, 0.849, 0.627, 98.279, 5.847
3.789, 1.269, 0.746, 3.114, 0.848, 0.629, 101.318, 5.887
3.788, 1.268, 0.745, 3.136, 0.849, 0.632, 101.906, 5.912
3.788, 1.268, 0.746, 3.105, 0.849, 0.629, 101.527, 5.901
3.788, 1.267, 0.746, 3.213, 0.850, 0.630, 107.433, 6.020
3.778, 1.266, 0.744, 3.104, 0.847, 0.630, 98.322, 5.819
3.784, 1.268, 0.745, 3.121, 0.849, 0.630, 101.392, 5.890
3.786, 1.269, 0.745, 3.132, 0.847, 0.628, 104.287, 5.907
3.784, 1.266, 0.746, 3.121, 0.849, 0.628, 104.786, 5.891
3.789, 1.271, 0.746, 3.110, 0.848, 0.629, 101.286, 5.907
3.784, 1.269, 0.745, 3.110, 0.848, 0.628, 101.421, 5.906
3.786, 1.269, 0.744, 3.104, 0.848, 0.629, 101.208, 5.905
3.785, 1.267, 0.745, 3.106, 0.850, 0.628, 101.381, 5.913
3.792, 1.269, 0.746, 3.107, 0.851, 0.631, 101.273, 5.955
3.788, 1.271, 0.745, 3.107, 0.848, 0.629, 101.149, 6.009
3.782, 1.273, 0.745, 3.057, 0.850, 0.629, 98.151, 5.835
3.785, 1.270, 0.745, 3.090, 0.849, 0.632, 98.205, 5.845
3.807, 1.270, 0.746, 3.201, 0.850, 0.629, 101.461, 5.892
3.788, 1.269, 0.744, 3.127, 0.848, 0.632, 101.587, 5.888
3.784, 1.271, 0.745, 3.123, 0.849, 0.629, 101.392, 5.896
3.782, 1.266, 0.745, 3.106, 0.848, 0.628, 101.281, 5.882
3.781, 1.266, 0.744, 3.116, 0.849, 0.631, 101.357, 5.901
3.786, 1.270, 0.746, 3.104, 0.849, 0.630, 101.397, 5.891
3.782, 1.268, 0.744, 3.134, 0.849, 0.628, 101.707, 5.893
3.790, 1.266, 0.744, 3.115, 0.848, 0.629, 101.236, 5.881
3.784, 1.267, 0.744, 3.119, 0.847, 0.628, 101.348, 5.889
3.784, 1.267, 0.744, 3.112, 0.848, 0.626, 101.398, 5.923
3.779, 1.268, 0.745, 3.105, 0.847, 0.630, 101.143, 5.902
3.779, 1.268, 0.748, 3.113, 0.848, 0.627, 101.438, 5.917
15.022, 5.096, 3.231, 9.840, 3.445, 2.476, 407.218, 23.307
14.989, 5.081, 3.223, 9.850, 3.436, 2.471, 364.429, 23.416
15.015, 5.096, 3.231, 9.842, 3.444, 2.472, 408.070, 23.254
15.006, 5.096, 3.232, 9.826, 3.443, 2.476, 372.015, 23.360
15.002, 5.089, 3.226, 9.883, 3.439, 2.474, 409.809, 23.143
14.991, 5.090, 3.231, 9.831, 3.442, 2.475, 363.758, 23.112
14.991, 5.085, 3.226, 9.792, 3.440, 2.473, 409.654, 23.444
14.993, 5.086, 3.227, 9.806, 3.439, 2.473, 403.081, 23.355
15.002, 5.093, 3.231, 9.832, 3.444, 2.477, 407.655, 23.143
15.006, 5.091, 3.228, 9.849, 3.444, 2.476, 407.121, 23.331
14.983, 5.083, 3.221, 9.853, 3.439, 2.474, 407.379, 23.344
14.994, 5.083, 3.227, 9.860, 3.437, 2.470, 405.663, 23.222
15.006, 5.094, 3.229, 9.828, 3.447, 2.475, 407.730, 23.404
15.044, 5.101, 3.233, 9.867, 3.449, 2.479, 411.819, 23.111
15.022, 5.095, 3.234, 9.858, 3.447, 2.478, 407.397, 23.267
15.008, 5.090, 3.228, 9.830, 3.443, 2.474, 407.824, 23.241
14.979, 5.084, 3.227, 9.858, 3.439, 2.469, 410.542, 23.262
14.998, 5.089, 3.225, 9.833, 3.444, 2.474, 408.543, 23.186
15.015, 5.100, 3.231, 9.836, 3.444, 2.476, 408.329, 23.418
14.981, 5.086, 3.225, 9.874, 3.440, 2.475, 408.421, 23.416
15.050, 5.107, 3.239, 9.842, 3.453, 2.482, 406.782, 23.301
15.010, 5.089, 3.225, 9.823, 3.448, 2.478, 406.276, 22.868
14.960, 5.088, 3.229, 9.822, 3.441, 2.474, 407.809, 23.146
15.002, 5.091, 3.224, 9.830, 3.438, 2.470, 383.355, 23.252
14.988, 5.088, 3.222, 9.874, 3.439, 2.473, 415.724, 23.215
15.019, 5.099, 3.230, 9.848, 3.445, 2.480, 407.161, 23.418
14.990, 5.089, 3.228, 9.833, 3.444, 2.475, 409.647, 23.227
14.995, 5.092, 3.231, 9.867, 3.441, 2.475, 407.715, 23.316
15.048, 5.101, 3.235, 9.849, 3.449, 2.477, 408.818, 23.268
15.011, 5.089, 3.228, 9.821, 3.445, 2.477, 345.020, 23.152
89.217, 20.227, 12.178, 37.371, 11.631, 9.382, 1461.155, 92.758
89.232, 20.012, 11.227, 37.199, 11.623, 9.374, 1409.824, 91.614
89.246, 20.239, 12.124, 37.157, 11.625, 9.378, 1368.220, 92.424
89.337, 20.249, 12.184, 37.571, 11.631, 9.682, 1352.135, 91.389
89.222, 20.259, 12.192, 37.523, 11.633, 9.898, 1444.163, 91.582
89.214, 20.242, 11.326, 37.168, 11.627, 9.375, 1467.682, 92.005
89.200, 20.251, 12.172, 37.205, 11.625, 9.380, 1365.693, 92.532
89.226, 20.253, 12.187, 37.514, 11.629, 9.369, 1466.114, 91.910
89.248, 20.238, 12.187, 37.514, 11.636, 9.586, 1359.641, 91.348
89.309, 20.257, 12.184, 37.582, 11.639, 9.370, 1385.786, 90.787
89.346, 20.283, 12.202, 37.659, 12.011, 9.976, 1538.913, 90.997
89.298, 20.272, 12.203, 37.551, 12.542, 9.966, 1366.551, 92.047
89.247, 20.236, 12.177, 37.627, 11.626, 9.384, 1391.654, 92.012
89.194, 20.240, 12.178, 37.641, 12.544, 9.958, 1415.364, 92.032
89.343, 20.251, 12.179, 38.396, 11.629, 9.365, 1405.991, 92.073
89.170, 20.237, 12.181, 37.534, 11.886, 9.956, 1350.020, 91.312
89.288, 20.249, 12.180, 37.472, 12.412, 9.951, 1353.022, 91.384
89.205, 20.264, 12.182, 37.623, 11.636, 9.856, 1483.636, 91.867
89.257, 20.258, 12.193, 37.615, 12.536, 9.972, 1379.081, 91.898
89.219, 20.269, 12.198, 37.547, 12.554, 9.973, 1365.452, 91.954
89.329, 20.268, 12.200, 37.186, 11.633, 9.379, 1387.073, 91.238
89.343, 20.298, 12.210, 37.584, 11.637, 9.569, 1533.816, 92.431
89.328, 20.307, 12.213, 37.610, 11.734, 9.990, 1415.051, 91.268
89.192, 19.875, 11.222, 37.160, 11.626, 9.365, 1367.108, 91.997
89.256, 20.288, 12.203, 37.606, 12.557, 9.984, 1514.778, 92.512
89.369, 20.285, 11.440, 37.134, 11.630, 9.367, 1370.588, 92.061
89.323, 21.645, 11.241, 37.159, 11.631, 9.374, 1448.572, 92.116
89.215, 20.262, 12.196, 37.396, 11.632, 9.377, 1391.703, 91.269
89.258, 20.251, 12.185, 37.566, 11.910, 9.958, 1366.690, 90.859
89.147, 18.662, 11.237, 37.156, 11.639, 9.386, 1392.645, 91.292
347.806, 28.719, 13.998, 58.095, 15.490, 16.059, 2107.911, 142.448
347.821, 29.578, 13.654, 57.862, 16.322, 16.169, 2118.043, 142.408
347.417, 28.708, 14.000, 57.406, 15.483, 15.966, 2108.896, 144.488
348.372, 28.719, 13.998, 58.123, 16.802, 16.267, 2107.333, 143.450
347.763, 28.732, 13.992, 57.546, 15.484, 15.948, 2148.480, 142.335
347.386, 28.738, 14.001, 57.511, 15.484, 15.953, 2145.139, 143.391
347.632, 28.727, 13.998, 57.775, 15.493, 15.960, 2110.352, 141.801
348.205, 28.729, 13.999, 58.051, 16.615, 16.257, 2106.947, 143.116
348.360, 28.737, 13.994, 58.023, 15.484, 16.255, 2106.408, 142.326
347.958, 28.721, 13.994, 60.137, 15.491, 15.961, 2105.231, 142.101
347.782, 28.719, 13.994, 58.031, 15.481, 15.951, 2103.150, 143.274
347.396, 28.721, 13.992, 57.522, 15.487, 15.965, 2103.343, 142.156
346.667, 28.265, 12.932, 57.265, 14.928, 15.832, 2107.156, 142.855
347.710, 28.717, 13.994, 57.702, 15.486, 15.960, 2121.066, 142.256
347.709, 28.714, 13.990, 57.659, 15.489, 15.974, 2103.762, 143.021
347.999, 28.736, 13.994, 59.938, 15.488, 15.971, 2106.110, 143.280
348.341, 28.736, 13.992, 58.166, 16.408, 16.269, 2132.157, 142.980
347.909, 28.722, 13.988, 58.015, 15.494, 15.958, 2105.714, 142.232
348.186, 28.732, 13.991, 57.990, 15.493, 16.063, 2106.125, 143.406
347.351, 28.724, 13.994, 57.422, 15.487, 15.982, 2104.352, 141.797
348.606, 28.846, 13.998, 58.087, 16.791, 16.273, 2106.349, 144.200
347.845, 28.729, 13.994, 58.032, 15.482, 16.006, 2106.027, 142.116
347.626, 28.721, 13.990, 57.886, 15.489, 15.979, 2103.728, 142.976
347.976, 28.713, 13.993, 58.006, 15.488, 15.973, 2109.099, 143.234
347.988, 28.735, 13.996, 58.055, 15.657, 16.272, 2103.616, 142.944
347.636, 28.719, 13.999, 57.604, 15.489, 15.969, 2110.598, 144.294
347.438, 28.729, 13.994, 57.399, 15.489, 15.968, 2104.603, 143.119
347.600, 28.733, 13.998, 57.684, 15.488, 15.966, 2106.594, 143.155
347.688, 28.813, 13.183, 57.410, 15.803, 16.054, 2103.626, 142.507
348.593, 28.748, 13.996, 58.127, 16.796, 16.270, 2148.462, 143.577
